edition_key,contributor_name,contributor_role,by_statement,translated_from,translation_of
OL27975108M,,,,eng,"The Long Way to a Small, Angry Planet"
OL32240601M,,,,eng,"The long way to a small, angry planet"
OL4099798M,,,Joy Freemen.,,
OL31958552M,,,by Helen Bianchin,,
OL17403915M,,,Betty Neels.,,
OL17955049M,,,by Betty Neels.,,
OL21310485M,,,Catherine George.,,
OL27184909M,,,Anna Todd,,
OL21154026M,,,Stephen King.,,
OL19776937M,,,"Por Stephen King,  .",,
OL25535073M,,,Stiven King ; perevod s anglii skogo,,
OL26763641M,James Woods,Narrator,"By Stephen King Read by James Woods, Tim Sample, Willem Dafoe and Ken Howard",,
OL26763641M,Tim Sample,Narrator,"By Stephen King Read by James Woods, Tim Sample, Willem Dafoe and Ken Howard",,
OL26763641M,Willem Dafoe,Narrator,"By Stephen King Read by James Woods, Tim Sample, Willem Dafoe and Ken Howard",,
OL26763641M,Ken Howard,Narrator,"By Stephen King Read by James Woods, Tim Sample, Willem Dafoe and Ken Howard",,
OL21567599M,,,Stephen King.,,
OL14980607M,,,Sara Craven.,,
OL14980909M,,,Robyn Donald.,,
OL10691657M,,,Jessica Steele,,
OL18051609M,,,Stephen King.,,
OL24948672M,,,by Carole Mortimer,,
OL18521298M,,,Catherine George.,,
OL14975878M,,,by Rebecca Stratton,,
OL24877504M,,,Stephen King,,
OL24514031M,,,Stephen King,,
OL18783423M,,,Stephen King.,,
OL21448573M,,,Stephen King.,,
OL14643608M,,,Stephen King,,
OL1888634M,,,by Stephen King.,,
OL23247181M,,,by Elizabeth Lowell.,,
OL2210016M,,,Emilie Loring.,,
OL6647607M,,,by Emilie Loring; frontispiece by W. V. Chambers.,,
OL26338292M,,,Robyn Donald,,
OL12812263M,,,,,Potent Pleasures
OL3560605M,,,Elizabeth Lowell.,,
OL25242350M,,,Lynne Graham,,
OL32713032M,,,by Emma Darcy,,
OL24369546M,,,Robyn Donald,,
OL23976282M,,,Robyn Donald.,,
OL12515521M,,,,,Potent Pleasures
OL32134532M,,,Eloisa James,,
OL32134534M,,,Eloisa James,,
OL23260747M,,,by Stephen King.,,
OL15235942M,,,traduit de l'anglais par William Olivier Desmond.,,
OL28423197M,,,Lynne Graham,,
OL24216828M,,,Emma Darcy.,,
OL24132506M,,,[by] Emilie Loring. --,,
OL46850530M,,,,,Potent Pleasures
OL48223M,,,Eloisa James.,,
OL27168506M,,,Deborah Harkness,,
OL48280324M,Eloisa James,Foreword,,,
OL18312564M,,,Georgette Heyer.,,
OL22910039M,,,Georgette Heyer.,,
OL1733242M,,,Georgette Heyer.,,
OL36315M,,,Eloisa James.,,
OL20941238M,,,Janet Dailey.,,
OL14876392M,,,Janet Dailey.,,
OL17080487M,,,Janet Dailey.,,
OL16758400M,,,by Penny Jordan.,,
OL2823061M,,,by Penny Jordan.,,
OL25075148M,,,by Georgette Heyer,,
OL26886358M,,,Laura Nowlin,,
OL10690954M,,,by Margaret Way,,
OL2846814M,,,Janet Dailey.,,
OL15963381M,,,Janet Dailey.,,
OL20122587M,,,Janet Dailey.,,
OL22947909M,,,Georgette Heyer.,,
OL37796624M,,,Patricia Highsmith,eng,The Price of Salt
OL23047209M,,,Patricia Highsmith.,,
OL1865466M,,,Patricia Highsmith (writing as Claire Morgan).,,
OL22729080M,,,Patricia Highsmith,,
OL2902057M,,,Claire Morgan.,,
OL28417839M,,,Patricia Highsmith,,
OL23050543M,,,by Claire Morgan.,,
OL22940628M,,,Patricia Highsmith.,,
OL27181797M,,,Diana Palmer,,
OL1977525M,,,by Penny Jordan.,,
OL38209868M,Heather E. Brayton,Illustrator,,,
OL25254797M,Hilia Brinis,Translator,,,
OL22407056M,,,Patricia Highsmith.,,
OL22949109M,,,Claire Morgan.,,
OL27214752M,,,P'ŏt'ŭrisya Haisŭmisŭ chiŭm ; Kim Mi-jŏng omgim,,
OL27205811M,,,Paicuixiya Haishimisi zhu ; Li Yanhui yi = The price of salt / Patricia Highsmith,,
OL1148512M,Patricia Highsmith,Author,,,
OL26498420M,,,Diana Palmer,,
OL39796241M,,,Stephenie Meyer ; przełożyła Joanna Urban,,
OL26647548M,,,Stefani Maĭer ; [perevod s angliĭskogo A. Akhmerovoĭ],,
OL24930671M,,,Stephenie Meyerová ; [z anglického originálu ... přeložila Markéta Demlová],,
OL23114670M,,,Shidifenni Mei'er (Stephenie Meyer) ; [yi zhe Qu Xiuhui].,,
OL21888114M,,,Stephenie Meyer.,,
OL25248387M,,,[Betty Neels],,
OL24947351M,,,by Betty Neels,,
OL32867986M,,,Stephenie Meyer ; przełożyła Joanna Urban,,
OL30698802M,,,,eng,New Moon
OL23123073M,,,Débora Marín,,New Moon
OL24622678M,,,Stephenie Meyerová ; [z anglického originálu ... přeložila Markéta Demlová],,
OL22657901M,,,by Stephenie Meyer.,,
OL7914996M,Ilyana Kadushin,Narrator/Reader,Stephenie Meyer ; read by Ilyana Kadushin,,
OL23292601M,,,by Stephenie Meyer.,,
OL27723223M,,,"[Mei] Sidifenni Mei'er zhu ; Gong Ping, Zhang Yalin, Li Li yi",,
OL24975387M,,,by Betty Neels,,
OL24964296M,,,by Betty Neels,,
OL17230351M,,,by BettyNeels.,,
OL25561369M,,,Stephenie Meyer ; traduc ʹa o de Ryta Vinagre,,
OL25552014M,,,Stephenie Meyer ; metaphrase  Vasilike  Latsinou,,
OL25548676M,,,Stephenie Meyer ; traduit de l'anglais par Luc Rigoureau,,
OL25038769M,,,Stephenie Meyer ; Tịnh Thủy dịch,,
OL25038770M,,,Stephenie Meyer ; Tịnh Thủy dịch,,
OL26917124M,,,Stephenie Meyer ; Tịnh Thủy dịch,,
OL31982055M,,,Stephanie Meyer ; Tịnh Th̉uy dịch,,
OL19708070M,,,Stephenie Meyer.,,
OL29549715M,,,Stephenie Meyer,,
OL32128823M,,,Stephenie Meyer,,
OL3298507M,,,Betty Neels.,,
OL32123951M,,,by Penny Jordan,,
OL52742994M,Tahereh mafi,Author name as appears on this edition,.,,
OL25114382M,Kate Simses,Narrator,,,
OL18554287M,,,by Emma Darcy.,,
OL3570840M,,,Betty Neels.,,
OL3385562M,,,[Betty Neels].,,
OL17403826M,,,Betty Neels.,,
OL17420484M,,,by Betty Neels.,,
OL17403247M,,,Sara Craven.,,
OL1975894M,,,by Miriam Macgregor.,,
OL61375849M,Merel Leene,Translator,,eng,Destroy Me
OL17485069M,,,by Betty Neels.,,
OL18426899M,,,by Betty Neels.,,
OL24917781M,,,Tahereh Mafi,,
OL26342130M,,,Penny Jordan,,
OL17310553M,,,byCatherine George.,,
OL18107578M,,,Penny Jordan.,,
OL24947317M,,,Penny Jordan,,
OL965122M,,,Bernard Cornwell.,,
OL981690M,,,Bernard Cornwell.,,
OL27184913M,,,Anna Todd,,
OL10738895M,,,Penny Jordan,,
OL24279650M,,,Penny Jordan.,,
OL18400025M,,,Bernard Cornwell.,,
OL14979419M,,,byAnne Mather.,,
OL24740009M,,,Cathy Williams,,
OL28189814M,,,by Jamie McGuire,,
OL22939052M,,,Bernard Cornwell ; traduzione di G.L. Staffilano e Riccardo Valla.,,
OL20545857M,,,Bernard Cornwell.,,
OL1300493M,,,by Penny Jordan.,,
OL32866576M,,,by Anne Mather,,
OL1974465M,,,by Roberta Leigh.,,
OL28685717M,,,by Carol Marinelli,,
OL26649146M,,,Carol Marinelli,,
OL22568185M,,,Sara Craven.,,
OL30400959M,,,Georgette Heyer,,
OL13666483M,,,Georgette Heyer.,,
OL17374562M,,,Georgette Heyer.,,
OL3284174M,,,Georgette Heyer ; with a foreword by Stephanie Laurens.,,
OL24533727M,,,Georgette Heyer,,
OL24941148M,,,Georgette Heyer,,
OL24390316M,,,Anne Mather,,
OL31916858M,,,Penny Jordan,,
OL44732394M,,,traduction libre de l'Anglais d'un roman posthume de Miss Jane Austen par Mme. de Montolieu,,
OL47117869M,Benjamin Briggent,Translator,,,
OL23643449M,,,Georgette Heyer.,,
OL22367350M,,,Georgette Heyer.,,
OL24434279M,,,Georgette Heyer,,
OL23039530M,,,Dzhordzhett Kheǐer ; [perevod s angliǐskogo I.G. Gurovoǐ].,,
OL61105097M,Fernanda Abreu,Translator,,eng,Persuasion
OL52703206M,,,by Jane Austen ; with an introduction by Forrest Reid,,
OL24239613M,,,Traduction libre de l'Anglais ... par Mme. de Montolieu.,,
OL35664929M,,,,eng,Persuasion
OL32778605M,Andrea Gouveia,Editor,,,
OL27113002M,,,"Dzhorzhett Kheĭer ; perevodchik, Anatoliĭ Mikahĭlov",,
OL26328717M,,,Georgette Heyer ; with a foreword by Stephanie Laurens,,
OL36329971M,,,,eng,These Old Shades
OL24061984M,,,Georgette Heyer.,,
OL6694382M,,,by Georgette Heyer ...,,
OL14991507M,,,Georgette Heyer.,,
OL17462573M,,,Penny Jordan.,,
OL48527083M,Bryan Hunt,Editor,,,
OL48527083M,A. J. Alexander,Editor,,,
OL30027300M,R. D. kori,Contributor,,,
OL34356267M,Victor Llona,Translator,,,
OL36331763M,Luke Davis,Editor,,,
OL41926631M,Victor Llona,Translator,,,
OL45046513M,,,par F. Scott Fitzgerald ; traduction de Victor Llona,,
OL40517450M,L. Martires,Illustrator,,,
OL47117541M,Benjamin Briggent,Translator,,,
OL42345185M,J. J. Bernier,Translator,,,
OL45212083M,,,Jane Austen,,
OL20941836M,,,Jane Austen ; with A Memoir of Jane Austen by J.E. Austen-Leigh.,,
OL40912813M,James Zimmerhoff,Editor,,,
OL40848657M,Monty,Illustrator,,,
OL40737230M,Adam EVE,Illustrator,,,
OL40516771M,Marco PEDULLA,Translator,,,
OL40747301M,Charles E. Brock,Illustrator,,,
OL40897815M,Charles E. Brock,Illustrator,,,
OL45368875M,Deidre Shauna Lynch,Introduction,,,
OL45368875M,James Kinsley,Editor,,,
OL36686591M,Michael Page,Narrator,,,
OL36686591M,Michael Page,Narrator/Reader,,,
OL49934034M,,,by Jane Austen ; with an introduction by Forrest Reid,,
OL49776621M,Kevin Theis,Editor,,,
OL32832013M,Jenny Sánchez,Editor,,,
OL32832013M,Jenny Sanchez,Editor,,,
OL32361149M,Michael Page,Narrator,,,
OL32361149M,Michael Page,Narrator/Reader,,,
OL32863722M,Michael Page,Narrator,,,
OL32863722M,Michael Page,Narrator/Reader,,,
OL33777839M,Michael Page,Narrator,,,
OL33777839M,Michael Page,Narrator/Reader,,,
OL30403064M,,,Jane Austen ; introduction and notes by Christina Bartolomeo,,
OL27094244M,,,Jane Austen. Aus dem Engl. von Ursula und Christian Grawe,,
OL27127119M,,,Jane Austen,,
OL38482251M,Charles E. Brock,Illustrator,,,
OL32132851M,,,Jane Austen,,
OL26301752M,,,Dzhei n Osten ; [perevod s anglii sgogo E. Surit Łs],,
OL27123821M,,,Zhen Aositing zhu ; Jian Yijie yi =,,
OL27148959M,,,Jane Austen ; traducción de M. Ortega y Gasset,,
OL24943895M,,,Jane Austen ; aus dem Englischen hubersetzt von Ilse Leisi ; Nachwort von Max Wildi,,
OL40200899M,Victor Llona,Translator,,,
OL39715162M,Victor Llona,Translator,,,
OL39393396M,Victor Llona,Translator,,,
OL42772767M,Victor Llona,Translator,,,
OL40127696M,Victor Llona,Translator,,,
OL19833144M,,,by J. E. Austen-Leigh ; edited with an introduction by D. W. Harding.,,
OL24619532M,,,Jane Austen ; with an afterword by Marvin Mudrick,,
OL24553649M,,,"by Jane Austen ; annotated and edited, with an introduction by David M. Shapard",,
OL26897902M,,,Jane Austen,,
OL27858230M,,,(ying) jian. ao si zheng zhu ; zheng ke nan yi,,
OL24501554M,,,Jane Austen,,
OL27080422M,,,Jane Austen ; [edited by Philip M. Parker],,
OL13663181M,,,illustrated by Charles E. Brock.,,
OL1925626M,,,by Jane Austen ; with twenty-four coloured illustrations by C.E. Brock.,,
OL20414534M,,,Jane Austen.,,
OL27080423M,,,Jane Austen ; [edited by Philip M. Parker],,
OL8981186M,Margaret Drabble,Introduction,,,
OL25162486M,,,Jane Austen ; edited by Patricia Meyer Spacks,,
OL24816070M,,,"by Jane Austen ; annotated and edited, with an introduction by David M. Shapard",,
OL5779665M,,,The text based on collation of the early editions by R. W. Chapman.  Introd. by David Daiches.,,
OL22601648M,,,Jane Austen.,,
OL665326M,,,Jane Austen.,,
OL13972886M,,,edited by R. Brimley Johnson ; with illustrations by William C. Cooke....,,
OL17729209M,,,Jane Austen ; introduction by Edmund Blunden ; illustrations by John Austen.,,
OL27080421M,,,Jane Austen ; [edited by Philip M. Parker],,
OL25324898M,,,Jane Austen ; supplementary materials written by Kathleen Helal,,
OL25194139M,,,Jane Austen ; edited by Robert Morrison,,
OL25053702M,,,Jane Austen ; introduction by Colm Tóibín,,
OL27080424M,,,Jane Austen ; [edited by Philip M. Parker],,
OL22601653M,,,Jane Austen.,,
OL17637901M,,,by Jane Austen.,,
OL22179081M,,,Jane Austen ; edited by R.W. Chapman.,,
OL1855292M,,,Jane Austen ; edited by John Davie ; with a new introduction by Claude Rawson.,,
OL23161727M,,,Jane Austen ; with an introduction by Margaret Drabble and a new afterward by Diane Johnson.,,
OL464157M,,,Jane Austen ; edited by John Davie ; with an introduction and notes by Claude Rawson.,,
OL22481668M,,,Jane Austen.,,
OL17614287M,,,Jane Austen ; with illustrations by Hugh Thomson.,,
OL16935312M,,,Jane Austen,,
OL22334327M,,,Jane Austen ; illustrated by Hugh Thomson.,,
OL23213721M,,,Jane Austen.,,
OL13905526M,,,with an introduction by Louis Auchincloss ; and illustrations by Tony Buonpastore.,,
OL16220109M,,,by Jane Austen;,,
OL5955536M,,,by J.E. Austen-Leigh. Edited with an introd. by D.W. Harding.,,
OL5974830M,,,"Edited, with an introduction and notes, by Andrew Wright.",,
OL497269M,,,Jane Austen ; edited by Linda Bree.,,
OL109296M,,,Jane Austen ; edited with an introduction and notes by Gillian Beer.,,
OL21439248M,,,Jane Austen ; translated by Sevim Anli.,,
OL19221693M,,,Zhen Aosiding zhu.,,
OL4115454M,,,Jane Austen ; edited by John Davie.,,
OL17727634M,,,Jane Austen ; traduccion de M. Ortega y Gasset.,,
OL6775666M,,,by Jane Austen.,,
OL4578931M,,,Jane Austen ; with an introd. by Louis Auchincloss and ill. by Tony Buonpastore.,,
OL23157715M,,,Jane Austen.,,
OL22816774M,,,Jane Austen.,,
OL23765912M,,,by Jane Austen.,,
OL1080990M,,,Jane Austen ; edited by Patricia Meyer Spacks.,,
OL16852512M,,,"Jane Austen ; with a memoir of Jane Austen, by J.E. Austen-Leigh ; edited with an introd. by D.W. Harding",,
OL13873964M,,,with an introduction by Malcolm Elwin ; illustrated by Philip Gough.,,
OL805074M,,,Jane Austen.,,
OL20059260M,,,by Jane Austen ; with an introduction by Forrest Reid,,
OL21464827M,,,Jane Austen,,
OL22290345M,,,edited by R. Brimley Johnson ; illustrated by C.E. and H.M. Brock.,,
OL22954980M,,,Jane Austen ; traducción de M. Ortega y Gasset.,,
OL3696058M,,,"Jane Austen ; with an introduction and notes by Susan Ostrov Weisser ; George Stade, consulting editorial director.",,
OL3561361M,,,Jane Austen.,,
OL17237542M,,,by Jane Austen ; edited by William Galperin,,
OL6796211M,,,Jane Austen ; introduction by Amy Bloom ; notes by Audrey Bilger.,,
OL3702865M,,,Jane Austen ; edited with an introduction and notes by Gillian Beer.,,
OL22380110M,,,Claudia Jameson.,,
OL14978895M,,,by Lynne Graham.,,
OL32602293M,,,,spa,Como agua para chocolate
OL32602248M,,,,spa,Como agua para chocolate
OL26287920M,Olga Savary,Translator,"Laura Esquivel ; [traduc ʹa o, Olga Savary]",,
OL3413816M,,,by Betty Neels.,,
OL24737967M,,,Carole Mortimer,,
OL3025074M,,,by Jennifer Wilde.,,
OL32602207M,,,,spa,Como agua para chocolate
OL3473599M,,,Betty Neels.,,
OL24213022M,,,by Jennifer Wilde.,,
OL24738299M,,,Vanessa James,,
OL17180338M,,,Lynne Graham.,,
OL52920365M,,,Laura Esquivel,,
OL32603496M,,,,spa,Como agua para chocolate
OL22422898M,,,Laura Esquivel.,,
OL22924329M,,,Laura Esquivel zhu ; Hu Yifang yi ; Xie Tianzhen shen jiao.,,
OL17271755M,,,Laura Esquivel.,,
OL22367467M,,,Laura Esquivel.,,
OL22775391M,,,Diana Palmer.,,
OL9051026M,,,,spa,Como agua para chocolate
OL24976711M,Carol Christensen,Translator,,,
OL24976711M,Thomas Christensen,Translator,,,
OL17847303M,,,"Laura Esquivel ; ilustraciones y fotografías, Mecky van den Brink y Her Jobse ; presentación de recetas, Her Jobse.",,
OL18523409M,,,Laura Esquivel.,,
OL1740312M,,,Laura Esquivel.,,
OL1412929M,,,Laura Esquivel ; translated by Carol Christensen and Thomas Christensen.,,
OL17105750M,,,Laura Esquivel.,,
OL32150419M,Daniel Bismuth,Translator,Diana Palmer,eng,Lady Love
OL18406534M,,,by Emma Darcy.,,
OL3511075M,,,Barbara Metzger.,,
OL1677633M,,,Laura Esquivel.,,
OL17106881M,Carol Christensen,Translator,Laura Esquivel ; translated by Carol Christensen and Thomas Christensen,,
OL17106881M,Thomas Christensen,Translator,Laura Esquivel ; translated by Carol Christensen and Thomas Christensen,,
OL18292334M,,,Laura Esquivel.,,
OL18208514M,,,Laura Esquivel.,,
OL21626357M,,,Laura Esquivel.,,
OL7816169M,Carol Christensen,Translator,Laura Esquivel,spa,Como agua para chocolate
OL7816169M,Thonmas Christensen,Translator,Laura Esquivel,spa,Como agua para chocolate
OL1565390M,Carol Christensen,Translator,,spa,Como agua para chocolate
OL1565390M,Thomas Christensen,Translator,,spa,Como agua para chocolate
OL1565390M,Julie Duquet,Jacket Design,,spa,Como agua para chocolate
OL1565390M,Cathleen Toelke,Cover Art,,spa,Como agua para chocolate
OL18564285M,,,Laura Esquivel.,,
OL15128512M,,,by Barbara Metzger.,,
OL1975525M,,,by Sara Craven.,,
OL1775106M,,,by Patricia Wilson.,,
OL24787724M,,,by Patricia Wilson,,
OL18286169M,,,Kay Thorpe.,,
OL26335142M,,,Hannah Howell,,
OL23270664M,,,Hannah Howell.,,
OL30129035M,,,Nora Roberts,,
OL27113497M,,,Nora Roberts ; [perevod s angliĭskogo Ė. Voronovoĭ],,
OL32125245M,,,Nora Roberts ; traduit de l'américain par Véronique Vaquette,,
OL26649039M,,,Penny Jordan,,
OL24371518M,,,Barbara Cartland,,
OL17311864M,,,PatriciaWilson.,,
OL24956815M,,,Kay Thorpe,,
OL12956793M,Valeria Watson,Translator,,eng,Montana sky
OL24766119M,,,"Nora Roberts ; traducioʹn, Valeria Watson",,
OL24767169M,,,Nora Roberts,,
OL23277647M,,,Nora Roberts.,,
OL801917M,,,Nora Roberts.,,
OL27789846M,,,Nora Roberts,,
OL29651511M,,,Nora Roberts,,
OL32120337M,,,Penny Jordan,,
OL28899633M,,,,eng,A Secret Disgrace
OL39198030M,,,Christina Lauren ; traduit de l'anglais (États-Unis) par Margaux Guyon,,
OL3384844M,,,Hannah Howell.,,
OL22948841M,,,Nora Roberts.,,
OL32126605M,,,Nora Roberts,,
OL14905425M,,,Barbara Cartland.,,
OL17527860M,,,by Barbara Cartland.,,
OL60796659M,,,,eng,Beautiful Bastard
OL27148341M,,,Christina Lauren,,
OL22276033M,,,Claudia Jameson.,,
OL24279626M,,,by Claudia Jameson.,,
OL15949432M,,,T. H. White ; introduction by Kevin Crossley-Holland ; illustrations by John Lawrence.,,
OL16493775M,,,T.H. White.,,
OL23010969M,,,"Terens Uaǐt ; [per. s angl., S. Ilʹin].",,
OL14980039M,,,by Anne Mather.,,
OL14980808M,,,Anne Mather.,,
OL13875585M,,,T.H. White.,,
OL16440675M,,,T.H. White.,,
OL20200867M,,,T. H. White.,,
OL18632261M,,,T. H. white.,,
OL14195302M,,,T. H. White.,,
OL612944M,,,T.H. White.,,
OL22594016M,,,T.H. White.,,
OL18285085M,,,T.H. White.,,
OL15590410M,,,Danielle Steel.,eng,
OL12514640M,,,,eng,
OL12515265M,,,,eng,
OL21248492M,,,by Danielle Steel ; based on a screenplay by Garry Michael White.,,
OL22910480M,,,by Danielle Steel ; based  on a screenplay by Garry Michael White.,,
OL22840564M,,,Danielle Steel ; based on a screenplay by Garry Michael White.,,
OL18050045M,,,by Penny Jordan.,,
OL21366179M,,,Penny Jordan.,,
OL22321605M,,,Penny Jordan.,,
OL50293430M,,,,eng,Pride and Prejudice
OL49359464M,John Raynes,Cover Art,,,
OL15207946M,,,Anne Mather ; addasiad Cymraeg [gan Elen Gruffydd].,,
OL13312213M,,,,eng,
OL12953218M,,,,eng,
OL20122069M,,,by Danielle Steel ; based on a screenplay by Garry Michael White.,,
OL14965118M,,,by Danielle Steel ; based on a screenplay by Garry Michael White.,,
OL24217452M,,,by Danielle Steel ; based on a screenplay by Garry Michael White.,,
OL24373447M,,,Danielle Steel,,
OL23023640M,,,Danielle Steel.,,
OL61188557M,,,,eng,Falcon's Prey
OL19616645M,,,Lee Wilkinson.,,
OL32120164M,,,Danielle Steel ; trad. de l'américain par Jean Duclos,eng,
OL12708633M,,,,eng,
OL13105296M,,,,eng,
OL18382512M,,,,eng,
OL29110130M,,,Danielle Steel ; trad. de l'américain par Jean Duclos,eng,
OL26334815M,,,saku Danieru Suti ru ; cho yaku Tenma Ryu ko .,eng,
OL15564997M,,,Danielle Steel.,eng,
OL22364971M,,,Danielle Steel ; based on a screenplay by Garry Michael  White.,,
OL24217459M,,,Danielle Steel.,,
OL24282993M,,,Danielle Steel.,,
OL3168709M,,,by Danielle Steel ; based on a screenplay bay Garry Michael White.,,
OL22995883M,,,"Daniėla Stil ; [perevod s angliĭskogo, V. Grishechkina].",,
OL22956136M,,,saku Danieru Sutīru ; chōyaku Tenma Ryūkō.,,
OL25264918M,Silvia Accardi,Translator,,,
OL2726049M,,,Penny Jordan.,,
OL14977285M,,,by Penny Jordan.,,
OL50552339M,Hugh Thomson,Illustrator,,,
OL50339981M,,,Jane Austen ; [illustrated by Maximilien Vox],,
OL35629358M,Luna Forum S.L.,Translator,,,
OL35636285M,Benjamin Briggent,Translator,,,
OL41872849M,sujata Biswas,Illustrator,,,
OL40974638M,Jenny Sanchez,Editor,,,
OL40845755M,Anthony Uyl,Editor,,,
OL46948603M,,,,eng,Pride and Prejudice
OL42251772M,Jeremiah J. Rose,Translator,,,
OL42310198M,Randy Sookanan,Foreword,,,
OL42310198M,Denise McTighe,Editor,,,
OL42310198M,Randy Sookanan,Introduction,,,
OL26495828M,María José Martín Pinto,Translator,,eng,The Great Gatsby
OL26886005M,,,F. Scott Fitzgerald ; illustrated by Bruce Dean ; [with a new foreword by Sam Sloan],,
OL9155610M,,,,eng,The Great Gatsby
OL22491976M,,,F. Scott Fitzgerald.,,
OL7720365M,Steve Shapiro,Cover Photographs,,,
OL22152141M,,,by F. Scott Fitzgerald.,,
OL1865622M,,,"F. Scott Fitzgerald ; edited by Matthew J. Bruccoli ; textual consultant, Fredson Bowers.",,
OL26491567M,Ruth Prigozy,Introduction,,,
OL22719381M,,,F. Scott Fitzgerald ; edited by David Crystal and Derek Strange ; with an introduction by Anthony Burgess.,,
OL38905265M,Michael Farris Smith,Foreword,,,
OL2207500M,,,introduced and arranged by Matthew J. Bruccoli.,,
OL677014M,,,F. Scott Fitzgerald ; edited with an introduction and notes by Ruth Prigozy.,,
OL44285395M,Victor Llona,Translator,,,
OL26495861M,,,,eng,The Great Gatsby
OL25426697M,Francis Scott Key Fitzgerald,Author,,,
OL25426697M,김석희,Translator,,,
OL26495821M,María José Martín Pinto,Translator,,eng,The Great Gatsby
OL18202866M,,,by F. Scott Fitzgerald.,,
OL9673442M,,,,eng,The Great Gatsby
OL61357305M,,,,eng,Pride and Prejudice
OL53649908M,,,by Jane Austen ; with general introduction by R. Brimley Johnson,,
OL40856369M,Licence Creatives Commons BY-SA,Copyright,,,
OL61365152M,Jane Austen,Author name as appears on this edition,,eng,Pride and Prejudice
OL61365152M,Florenția Simion,Translator,,eng,Pride and Prejudice
OL53693054M,,,by Jane Austen ; with an introduction and notes by E.V. Lucas,,
OL53080481M,,,Jane Austen ; illustrated by Charles E. Brock,,
OL40693658M,James Zimmerhoff,Editor,,,
OL40680934M,Marco PEDULLA,Translator,,,
OL40686495M,Monty,Illustrator,,,
OL47117372M,Benjamin Briggent,Translator,,,
OL46614153M,Maria Fernanda San Martin,Translator,,,
OL43321615M,,,"by the author of ""Sense and sensibility.""",,
OL43878624M,,,by Miss Austen ; a biographical notice of the author,,
OL40576359M,Adam EVE,Illustrator,,,
OL42524045M,Leonardo Pablo Federico Sanchez Alonso,Translator,,,
OL40570614M,Charles E. Brock,Illustrator,,,
OL43725989M,,,a novel by Jane Austen ; with general introduction by R. Brimley Johnson,,
OL40583676M,Charles E. Brock,Illustrator,,,
OL40233898M,,,"J. Osŭtʻin ; Kim Mun-ha, omgim",,
OL40233788M,,,,eng,Pride and Prejudice
OL36296146M,Timeless Classic Books Staff,Editor,,,
OL36299429M,Wilma Baltus,Editor,,,
OL36303247M,Alex Struik,Illustrator,,,
OL36303304M,Richard S. Hartmetz,Editor,,,
OL5309769M,Matthew J. Bruccoli,Introduction,F. Scott Fitzgerald ; edited with an introd. by Matthew J. Bruccoli.,,
OL18194372M,,,by F. Scott Fitzgerald.,,
OL6677791M,,,by F. Scott Fitzgerald.,,
OL26491062M,,,,,The Great Gatsby
OL22583288M,,,F. Scott Fitzgerald.,,
OL24377009M,,,F. Scott Fitzgerald,,
OL17728569M,,,by F. Scott Fitzgerald.,,
OL23764396M,,,by F. Scott Fitzgerald.,,
OL21980376M,,,by F. Scott Fitzgerald. Foreword and study guide by Albert K. Ridout.,,
OL16667369M,,,F. Scott Fitzgerald ; with an introduction by Charles Scribner III ; and illustrations by Fred Meyer,,
OL30938084M,,,Fo Sikete Feicijielade zhu ; Zhou Dunren zhu shi ; [cha tu Jiang Minglu],,
OL26495297M,Franca Cavagnoli,Translator,,eng,The Great Gatsby
OL26495327M,Alessandro Pugliese,Translator,,eng,The Great Gatsby
OL9021189M,,,,eng,The Great Gatsby
OL1116053M,,,F. Scott Fitzgerald.,,
OL26495316M,,,,eng,The Great Gatsby
OL15315466M,Ariadna Demkowska-Bohdziewicz,Translator,tłumaczyła Ariadna Demkowska-Bohdziewicz.,eng,The Great Gatsby
OL1701743M,F. Scott Fitzgerald,Author,F. Scott Fitzgerald ; preface and notes by Matthew J. Bruccoli.,,
OL979312M,Matthew J. Bruccoli,Preface,F. Scott Fitzgerald ; preface by Matthew J. Bruccoli.,,
OL979312M,Calvin Chu,Jacket Design,F. Scott Fitzgerald ; preface by Matthew J. Bruccoli.,,
OL979312M,Francis Cugat,Cover Art and Illustrations,F. Scott Fitzgerald ; preface by Matthew J. Bruccoli.,,
OL26491063M,,,,eng,The Great Gatsby
OL22552645M,,,by F. Scott Fitzgerald.,,
OL17639736M,,,by F. Scott Fitzgerald ...,,
OL5651858M,,,[by] F. Scott Fitzgerald; illustrations by Charles Raymond.,,
OL19027223M,,,Feizijieluo zhu ; Qiaozhi Gao yi.,eng,The Great Gatsby
OL5250728M,,,by F. Scott Fitzgerald.,,
OL4462280M,,,F. Scott Fitzgerald ; illustrated by Barbara Fox.,,
OL13905684M,,,with an introduction by Charles Scribner III ; and illustrations by Fred Meyer.,,
OL32050900M,,,,ita,The great Gatsby
OL26495811M,Eric Coutelle,Translator,,eng,The Great Gatsby
OL27030269M,,,F. Scott Fitzgerald Neu übersetzt von Lutz-W. Wolff,,
OL26491547M,Ruth Prigozy,Introduction,,,
OL782874M,Matthew J. Bruccoli,Preface,F. Scott Fitzgerald ; preface and notes by Matthew J. Bruccoli.,,
OL782874M,Cherylynne Li,Cover Design,F. Scott Fitzgerald ; preface and notes by Matthew J. Bruccoli.,,
OL782874M,Francis Cugat,Cover Art and Illustrations,F. Scott Fitzgerald ; preface and notes by Matthew J. Bruccoli.,,
