author_key,author_alternative_name
OL2631958A,S. J. Day
OL2631958A,Sylvia June Day
OL7276129A,Aveyard Victoria
OL1385834A,Ann Carberry
OL1385834A,Kathleen Kane
OL1385834A,Sarah Hart
OL1385834A,Regan Hastings
OL872203A,"Murrey, Jeneth"
OL1402850A,Supriya Vakil: Anuvad) : ) (Chetan Bhagat
OL18236A,Alexandre Dumas père
OL18236A,Alexandre Dumas Davy de la Pailleterie
OL7315784A,Margaret Colleen Fennell
OL7315784A,Margaret Fennell
OL7315784A,Colleen Fennell
OL7315784A,Margaret Hoover
OL7315784A,콜린 후버
OL7315784A,C. Hoover
OL7315784A,Cooleen Hoover
OL7315784A,Hoover  Colleen
OL7315784A,Collen Hoover
OL7315784A,Collen hoover
OL7315784A,coollen hoover
OL20188A,Edith Newbold Wharton
OL20188A,Edith Newbold Jones Wharton
OL20188A,Edith Wharton Taylor
OL20188A,Mr. Edith Wharton
OL20188A,Edith Wharton Edith Wharton
OL20188A,edith wharton
OL20188A,"Wharton,Edith."
OL76827A,A. Baricco
OL3567688A,Lilian Warren
OL3567688A,Rosalind Brett
OL3567688A,Celine Conway
OL3567688A,Kathryn Blair
OL19246A,Duo lei
OL19246A,Ge han
OL19246A,Ge li han
OL19246A,Heather G. Pozzessere
OL19246A,Heather Graham Pozzessere
OL19246A,Shannon Drake (pseud.)
OL19246A,Шеннон Дрейк
OL767510A,Margery HILTON
OL767510A,margery hilton
OL1512670A,Susan Childress
OL1512670A,Susan Wiggs
OL1512670A,"Wiggs, Susan"
OL1512670A,SUSAN WIGGS
OL6788551A,Kierra Cass
OL6788551A,Kira Kass
OL7410858A,Henry  Emily
OL142404A,Terence Hanbury White
OL142404A,T. H. White
OL142404A,T H. White
OL142404A,Terence Hanbury WHITE
OL142404A,James Aston
OL142404A,T H White
OL142404A,T.H. White
OL142404A,T. H. WHITE
OL142404A,T H WHITE
OL142404A,T H. white
OL142404A,T. H White
OL142404A,White T. H.
OL142404A,T. H. (Terence Hanbury) White
OL142404A,Terence H. White
OL142404A,T. H. T. H. White
OL142404A,T.h. White
OL142404A,t. h. white
OL142404A,T. H.; T. H. White White
OL142404A,by T. H. White
OL142404A,"White, T. H., Illustrated by Fritz Eichenberg"
OL142404A,T. H. Whit
OL142404A,White T H
OL845061A,Lisa Kleypas Ellis
OL845061A,Kleypas Lisa
OL161177A,Dorothy Gladys Smith
OL161177A,C.L. Anthony
OL161177A,Charles Henry Percy
OL79143A,STEPHANIE LAURENS
OL79143A,Laurens Stephanie
OL79143A,"LAURENS,STÉPHANIE"
OL79143A,LAURENS STEPHANIE
OL7991171A,"Reid, Rachel"
OL7991171A,"Reid, Rachel, 1980-"
OL7991171A,Rachelle Goguen
OL7991171A,"Goguen, Rachelle"
OL3486726A,Maura Mcgiveny
OL30241A,Yevgeny Ivanovich Zamyatin
OL30241A,Evgenii Ivanovich Zamiatin
OL30241A,Evgeniĭ Ivanovich Zamĭatin
OL30241A,Evgeniĭ Zamiatin
OL30241A,Evgeniĭ Ivanovich Zami︠a︡tin
OL30241A,Evgeniĭ Zamyatin
OL30241A,Evgeniĭ Ivanovich Zamĭ͡atin
OL30241A,Evgenii Zamyatin
OL30241A,Yevgeny Zamiatin
OL30241A,Evgenii Zamiatin
OL30241A,Eugene Zamiatin
OL30241A,Eugenii Zamiatin
OL30241A,Evgueni Ivánovich Zamiátin
OL30241A,Yevgeni Zamiatin
OL30241A,Yevgueny Zamiatin
OL30241A,Evgueniï Ivanovich Zamiatin
OL30241A,Jevgenij Zamiatin
OL30241A,E. Zamiatin
OL30241A,Zamyatin
OL30241A,Евге́ний Замя́тин
OL30241A,Jevgeni Zamjatin
OL30241A,Yevgeny Zamyatin
OL30241A,Yevgueni Zamiatin
OL30241A,Evgueni Zamiátin
OL30241A,Yevgeny Yevgeny Zamyatin
OL30241A,Eugene Zamyatin
OL30241A,Yevgeni Zamyatin
OL30241A,E. Zamyatin
OL30241A,Yeugeni ZAMYATIN
OL30241A,Evgeny Zamyatin
OL30241A,Yevgeniy İvanoviç Zamyatin
OL30241A,Yevgeniy Ivanoviç Zamyatin
OL30241A,Yevgeni Ivanovic Zamyatin
OL30241A,Eugenii Ivanovich Zamyatin
OL30241A,Yevgen Zamyatin
OL30241A,Y. Zamyatin
OL30241A,Zamyatin E.I.
OL30241A,Е.И.Замятин
OL30241A,Евгений Замятин
OL30241A,yevgeny zamyatin
OL30241A,Evgeniy Zamiatin
OL30241A,Evgeni Zamiatin
OL30241A,Evgenii  Ivanovich Zami Łatin
OL30241A,Evgeniĭ Ivanovich Zam|i|atin
OL30241A,Eugeniĭ Ivanovich Zam|i|atin
OL30241A,Evgeniµi Ivanovich Zamdi8atin
OL30241A,Evgeniĭ Ivanovich Zami͡atin
OL30241A,Evgueni Ivánovich Zamiatin
OL30241A,Evgueni Ivanovitch Zamiatine
OL30241A,Evgueni Zamiatine
OL30241A,Evgenij Zamjátin
OL30241A,Evgueni ZAMIATINE
OL30241A,Evgheni Zamiatin
OL30241A,Evgueni Zamiatin
OL7545959A,L. J. Shen
OL7545959A,LJ Shen
OL7545959A,L J Shen
OL124171A,ALBERT CAMUS
OL124171A,Camus Albert
OL124171A,Albert         Cdfmx           5067 Camus
OL124171A,"B. F. / Camus, Albert Bart"
OL124171A,Albert         Cdfmx           5052 Camus
OL124171A,Albert CAMUS
OL124171A,albert camus
OL124171A,CAMUS ALBERT
OL124171A,Albert Albert Camus
OL124171A,A Camus
OL124171A,CAMUS Albert
OL124171A,"Camus, Albert"
OL124171A,CAMUS. Albert
OL124171A,M. Albert Camus
OL124171A,camus albert
OL124171A,Albert (1913-1960) Camus
OL124171A,Albert 1913-1960 Camus
OL124171A,Albert 1913-1960 Exil Et Le Camus
OL124171A,CAMUS
OL124171A,Camus
OL124171A,CAMUS A.
OL124171A,Albert camus
OL22258A,James Brendan Patterson
OL22258A,James B. Patterson
OL22258A,James Paterson; Chris Tebbetts
OL22258A,James Paterson with Maxine Paetro
OL22258A,james paterson
OL22258A,James patterson
OL22258A,"Patterson, James, Grabenstein, Chris"
OL1386011A,MARGO MAGUIRE
OL584493A,Gillian Smith
OL584493A,Gillian Crowe
OL584493A,"Armstrong, Lindsay (Romance fiction writer)"
OL227751A,Susan S. Kyle
OL227751A,Diana Blayne
OL227751A,Katy Currie
OL227751A,Susan Kyle
OL227751A,DIANA PALMER
OL227751A,Diana PALMER
OL227751A,Susan Eloise Spaeth Kyle
OL227751A,Diana Palmer
OL227751A,"Palmer, Diana"
OL227751A,"Kyle, Susan S."
OL227751A,"Currie, Katy"
OL227751A,"Kyle, Susan"
OL227751A,"Blayne, Diana"
OL227751A,"Diana Palmer,"
OL227751A,diana palmer
OL227751A,"DENOSKY,KATHIE, HARLEN,BRENDA, PALMER,DIANA"
OL227751A,Palmer Diana
OL26954A,Margaret Mayo
OL26954A,"Margaret, Mayo Gibson"
OL26954A,Margaret Mayo Gibson
OL26954A,"MAYO,MARGARET"
OL22261A,Sandra Lynn Cox Brown
OL22261A,Rachel Ryan
OL22261A,Laura Jordan
OL22261A,Erin St. Claire
OL22261A,"Brown, Sandra"
OL22261A,SANDRA BROWN
OL22261A,Sandra BROWN
OL22261A,Sandra. Brown
OL22261A,Sandra/ Brown
OL22261A,Brown Sandra
OL22261A,Sandra Brown
OL22261A,Erin St Clair
OL22261A,Erin St Claire
OL22261A,"Brown, Sandra."
OL22261A,Rachel Ryan (Sandra Brown)
OL22261A,Sandra Brown (Editor)
OL659922A,Barbara Blackman
OL659922A,Jeanne Allan
OL659922A,Jeanne Allen
OL659922A,Allan Jeanne
OL42805A,Francoise Sagan
OL42805A,F. Sagan
OL42805A,Guo ya rui
OL42805A,Françoise Quoirez
OL42805A,Françoise Delphine Quoirez
OL42805A,FRANCOISE SAGAN
OL42805A,Francoise (1935-2004) Sagan
OL42805A,Sagan Françoise
OL42805A,SAGAN FRANCOISE
OL42805A,françoise SAGAN
OL42805A,francoise sagan
OL42805A,"Sagan,Francoise"
OL42805A,Sagan Francoise
OL42805A,Françoise 1935-2004 Sagan
OL42805A,Françoise Sagan
OL42805A,FrancÌ§oise Sagan
OL42805A,Franc&#807;oise 1935- Sagan
OL42805A,franciose sagan
OL66452A,Miguel de Cervantes Saavedra
OL66452A,Michel de Cervantes Saavedra
OL66452A,"Sai, wan ti si, sa wei de la"
OL66452A,Miguel de Cervantes
OL66452A,Miguel De Cervantes Saavedra
OL66452A,Miguel de Cervantès
OL66452A,"Miguel, Cervantes,"
OL66452A,Cervantes Saavedra Miguel
OL66452A,Miguel Miguel Cervantes
OL66452A,Cervantes Saavedra Miguel de
OL66452A,"Cervantes Saavedra, Miguel, de"
OL66452A,Miguel Cervantes
OL66452A,Miguel de Servantes Saavedra
OL66452A,Miguel de Cerevantes Saavedra
OL66452A,Miguel De Saavedra
OL66452A,Miguel de Cervàntes
OL66452A,Сервантес
OL66452A,Мигель де Сервантес
OL66452A,Мигель де Сервантес Сааведра
OL66452A,Migue. D. Cervantes
OL66452A,Miguel De Cervantes
OL66452A,Cervantes
OL66452A,Miguel Cervantes Saavedra
OL66452A,Miguel de Miguel de Cervantes
OL66452A,Miguel De MIGUEL DE CERVANTES SAAVEDRA
OL66452A,Miguel de Miguel de Cervantes Saavedra
OL66452A,Miguel Cervantès
OL66452A,Miguel DE CERVANTES
OL66452A,Miguel DE CERVANTES SAAVEDRA
OL66452A,MIGUEL DE CERVANTES SAAVEDRA
OL66452A,Miguel de Cervantes-Saavedra
OL66452A,Miguel De CERVANTES Y SAAVEDRA
OL66452A,Miguel De Cervantès
OL66452A,Miguel de Cervantès Saavedra
OL66452A,Miguel Cervantes de Saavedra
OL66452A,Miguel Cervantes MIGUEL CERVANTES DE SAAVEDRA
OL66452A,miguel de cervantes
OL66452A,Miguel CERVANTES
OL66452A,Miguel De 1547-1616 Cervantes Saavedra
OL66452A,MIGUEL DE CERVANTES S.
OL66452A,"Cervantes Saavedra, Miguel de, 1547-1616"
OL66452A,"Cervantes,De Miguel"
OL66452A,Miguel de Cervantes Cervantes
OL66452A,Miguel] [de Cervantes Saavedra
OL66452A,Miguel Cervantes De Saavedra
OL66452A,Miguel de Cervantes Saarvedra
OL66452A,Don Miguel de Cervantes
OL66452A,Miguel de Cervantes Saaved
OL66452A,Miguel de CERVANTES
OL66452A,Miguel de 1547-1 Cervantes Saavedra
OL66452A,MIGUEL DE CERVANTES
OL66452A,"MIGUEL DE"" ""CERVANTES"
OL66452A,DE CERVANTES SAAVEDRA MIGUEL
OL66452A,CERVANTES SAAVEDRA MIGUEL DE
OL66452A,Miguel de CERVANTES SAAVEDRA
OL66452A,De Cervantes Saavedra Miguel
OL66452A,Miguel De CERVANTES
OL66452A,Miguel Cervantes (Author)
OL66452A,Miguel de Cervantes Saavedra (1547-1616
OL1236448A,GWEN WESTWOOD
OL248278A,"川端, 康成"
OL248278A,Yasunari Kawabata
OL248278A,"Kawabata, Yasunari"
OL248278A,KAWABATA YASUNARI
OL248278A,Yasunari KAWABATA
OL248278A,가와바타 야스나리
OL248278A,ياسوناري كواباتا
OL248278A,یاسوناری کاواباتا
OL248278A,Kawabata Yasunari Kinenkai
OL248278A,Yasunari Kawabata; Translator-Edward G. Seidensticker
OL93286A,Joaquim Maria Machado de Assis
OL93286A,J. Machado de Assis
OL93286A,Joaquim M. Machado de Assis
OL93286A,J. M. Machado de Assis
OL93286A,"MACHADO DE ASSIS,JOAQUIN"
OL93286A,Machado DE ASSIS
OL93286A,Machado De Assis
OL93286A,Joaquim Machado De Assis
OL93286A,J.M. MACHADO DE ASSIS
OL93286A,Joaquim Machado de Assis
OL93286A,Machado de Assís
OL93286A,Joaqium Maria Machado de Assis
OL93286A,Machado de Machado de Assis
OL93286A,machado de assis
OL93286A,Machado Machado de Assis
OL93286A,&infin;Machado de Assis&infin;
OL93286A,Joaquín María Machado de Assis
OL659964A,Jay Blakeney
OL659964A,Andrea Blake
OL6976866A,Flora Mildred Kidd
OL6511535A,Rachel Renee Russell
OL6511535A,rachel renee russell
OL6511535A,Rachel Reene Russell
OL6511535A,Rachel Rene e. Russell
OL6511535A,Rachel Ren Russell
OL6511535A,RACHEL RENEE RUSSELL
OL6511535A,Rachel Renaee Russell
OL807186A,Julia Phyllis Crabtree
OL807186A,Kerry Allyne
OL2825294A,Miriam Macgregor
OL3319143A,Anne Mather (pseud.)
OL3319143A,Cardine Fleming (pseud.)
OL3319143A,Caroline Fleming (pseud.)
OL3319143A,Mildred Grieveson
OL3319143A,Ann Mather
OL2875767A,Jacques Martinache Jennifer Niven
OL2875767A,NIVEN Jennifer
OL2875767A,Jennifer Nieven
OL687719A,"Lee, Wilkinson"
OL30765A,Richard Riordan
OL30765A,Richard Russell Riordan Jr.
OL30765A,Richard Russell Riordan Junior
OL30765A,Rick Riordan (US-amerikanischer Schriftsteller)
OL30765A,Ρικ Ρίορνταν
OL30765A,Рик Риордан
OL30765A,Рик Риърдън
OL30765A,Рік Ріордан
OL30765A,"ריירדן, ריק"
OL30765A,ריק ריירדן (סופר)
OL30765A,"רירדן, ריק"
OL30765A,ریک ریوردن (نویسنده آمریکایی)
OL30765A,রিক রিঅর্ড্যান
OL30765A,ริก ไรออร์แดน
OL30765A,"ライオダン, リック"
OL30765A,"リオーダン, リック"
OL30765A,リック・ライアダン
OL30765A,雷克·萊爾頓
OL30765A,릭라이어던
OL3401650A,Lucy Gillen
OL3401650A,Rebecca STRATTON
OL3401650A,REBECCA STRATTON
OL883825A,Eileen Norah Owbridge
OL883825A,Jane Arbor
OL21059A,Janet Anne Haradon Dailey
OL21059A,Janet Daily
OL21059A,JANET DAILEY
OL222146A,IAN MCEWAN
OL222146A,Ian Mcewan
OL222146A,ian McEwan
OL222146A,MCEWAN IAN
OL222146A,McEwan Ian
OL222146A,ian mcewan
OL5219692A,Cheryl St John
OL5219692A,Cheryl St.John
OL7538177A,Sheridan Mia
OL7538177A,"Sheridan, Mia"
OL7115219A,Sarah J Maas
OL7115219A,sarah j maas
OL7115219A,Sarah Maas
OL7115219A,J. Maas Sarah
OL7115219A,"マース, サラ・J."
OL7115219A,"SARAH J. MAAS, SARAH J. MAAS, SARAH J. MAAS"
OL7115219A,Maas Sarah J
OL7115219A,Сара Маас
OL7115219A,Сара Дж. Маас
OL7115219A,SARAH MAAS
OL7115219A,Sara Dž. Mas
OL1391085A,Stephenie Morgan
OL1391085A,Stephenie Meyer (author)
OL1391085A,STEPHENIE MEYER
OL1391085A,Meyer Stephenie
OL1391085A,Stephine Mayers
OL28559A,Kathleen Erin Hogg Woodiwiss
OL28559A,K. Woodiwiss
OL28559A,Kathleen E. Woodiwiss
OL28559A,KATHLEEN E. WOODIWISS
OL28559A,Kathleen E Woodiwiss
OL28559A,Kathleen E.(1939- ) Woodiwiss
OL28559A,"Woodiwiss, Kathleen E., Illustrated by Cover Art"
OL28559A,Kathleen Woodiwiss
OL28559A,woodiwiss kathleen
OL28559A,Woodiwiss Kathleen
OL28559A,WOODIWISS KATHLEEN
OL28559A,"WOODIWISS,KATHLEEN E."
OL28559A,K Woodiwiss
OL28559A,WOODIWISS
OL28559A,Katheleen E. Woodiwiss
OL28559A,Woodiwiss
OL28559A,WOODIWISS KATHLEENE
OL28559A,Katleen Woodiwiss
OL7831498A,Beth O'leary
OL7831498A,Beth O'Learly
OL1385587A,Mary Forrest George
OL1385587A,Elizabeth Thornton
OL34184A,ロアルド・ダール
OL34184A,达尔
OL34184A,Roald Dalh
OL1452419A,OLIVIA GATES
OL1006974A,Margaret ROME
OL4397788A,Jean Rhys
OL4397788A,"Rui Si (Rhys, Jean, 1894-1979)"
OL4397788A,Rhys Jean
OL4397788A,Ella Gwendolyn Rees Williams
OL66700A,Paulo Coelho de Souza
OL66700A,Paul Coelho
OL66700A,"Coelho,Paulo"
OL66700A,paulo coelho
OL66700A,PAULO COELHO
OL66700A,COELHO PAULO
OL66700A,Paulo (brazil) Coelho
OL66700A,"Ku e lue (Coelho, Paulo)"
OL66700A,Pablo Coehlo
OL66700A,Paolo Coelho
OL6964763A,tahereh mafi
OL6964763A,TAHEREH MAFI
OL7536754A,HELEN HOANG
OL763922A,Mary Jane MacPherson and/or A.D.L. MacPherson
OL1393119A,BRENDA JACKSON
OL1393119A,Jackson Brenda
OL1393119A,JACKSON BRENDA
OL1393119A,brenda jackson
OL1393119A,Brenda jackson
OL589090A,Madeline Ker
OL9096427A,Ani Hazelwood
OL666139A,C. Mortimer
OL666139A,Mortimer Carole
OL1393502A,Chimamanda Ngozi
OL1393502A,Amanda N. Adichie
OL1393502A,Chima Ngozi Adichie
OL1393502A,Chimamand Ngozi Adichie
OL1393502A,NGOZI ADICHIE  CHIMA
OL1393502A,Adichie Chimamanda Ngozi
OL1393502A,Chimamanda Ngozi Adi
OL1393502A,Ngozi Adichie Chimamanda
OL1393502A,Chimamanda Adichie
OL1393502A,Chimamanda Ngozi Adidchie
OL1393502A,CHIMAMANDA NGOZI ADICHIE
OL1393502A,Chimanda Ngozi Adiche
OL1393502A,CHIMAMANDA NGOZI ADI
OL1393502A,Chimananda Ngozi Adichie
OL382524A,春樹 村上
OL382524A,HARUKI MURAKAMI
OL382524A,Haruki MURAKAMI
OL382524A,MURAKAMI HARUKI
OL382524A,Murakami Haruki
OL382524A,MURAKAMI Haruki
OL382524A,Haruki Murakami
OL382524A,Харуки Мураками
OL382524A,"村上, 春树"
OL382524A,村上春树
OL382524A,"무라카미, 하루키"
OL382524A,무라카미 하루키
OL382524A,هاروكي موراكامي
OL382524A,هاروکی موراکامی
OL382524A,הרוקי מורקמי
OL382524A,Kharuki Murakami
OL382524A,MURAKAMI
OL382524A,Murakami Kharuki
OL382524A,Murakami Haruki Kenkyūkai
OL3021131A,Ashley & Jaquavis
OL3021131A,Ashley Jaquavais
OL3021131A,"Coleman, JaQuavis/ Snell, Ashley"
OL3021131A,Ashley & Ashley & JaQuavis
OL3021131A,Ashley and JaQuavis
OL3021131A,Ashley and Jaquavis
OL3021131A,Ashley Jaquavis
OL1391549A,"Porter, Jane"
OL1391549A,Jane Porter
OL1391549A,"Thayer, Patricia, Valentine, Zena, Collectif"
OL7620131A,Casey Mcquiston
OL1385857A,Gayle Kloecker Callen
OL1385857A,Gayle Callen
OL1385857A,Julia Latham
OL1385857A,Emma Cane
OL779655A,Sandra McDonnell
OL7127659A,Natalie Kathleen Ann Buchanan
OL7127659A,Natalie Buchanan
OL28577A,Claire Morgan
OL28577A,Kevin Hinkle
OL28577A,PATRICIA HIGHSMITH
OL28577A,HIGHSMITH PATRICIA
OL28577A,Patricia highsmith
OL28577A,Highsmith Patricia
OL892147A,Ida Cook
OL39872A,Madeleine Sophie Wickham
OL39872A,Madeleine Townley
OL39872A,Madeleine Wickham
OL39872A,SOPHIE KINSELLA
OL39872A,sophie kinsella
OL39872A,Kinsella Sophie
OL39872A,MADELEINE WICKHAM
OL39872A,Madeleine Wickham Alias Sophie Kinsella
OL39872A,Wickham Madeleine
OL39872A,"Kinsella, Sophie pseud. van Madeleine Wickham"
OL39872A,Sophie KINSELLA
OL39872A,KINSELLA Sophie
OL39872A,"Sophie,Kinsella"
OL39872A,Sophie Kinsella (author)
OL39872A,Kinsella S.
OL39872A,Kinsella Sofi
OL39872A,Madeline Wickham
OL39872A,Madelei Wickham
