author_key,author_name,bio,birth_date,death_date,birth_year,death_year
OL872203A,Jeneth Murrey,,,,,
OL1402850A,Chetan Bhagat,,1974,,1974,
OL18236A,Alexandre Dumas,"A French writer, best known for his numerous historical novels of high adventure which have made him one of the most widely read French authors in the world. Many of his novels, including The Count of Monte Cristo, The Three Musketeers, Twenty Years After, and The Vicomte de Bragelonne were serialized. He also wrote plays and magazine articles and was a prolific correspondent. (From Wikipedia.)",1802-07-24,1870-12-05,1802,1870
OL8106830A,Susan Duerden,,,,,
OL7315784A,Colleen Hoover,"Colleen Hoover is the #1 New York Times and International bestselling author of multiple novels and novellas. She lives in Texas with her husband and their three boys. She is the founder of The Bookworm Box, a non-profit book subscription service and bookstore in Sulphur Springs, Texas. 

For more information and for a schedule of events, please visit colleenhoover.com. 

To contact Colleen and her team (Her team's name is Stephanie), please email hooverink@outlook.com","December 11, 1979",,1979,
OL20188A,Edith Wharton,"Edith Wharton was a Pulitzer Prize-winning American novelist, short story writer and designer.

*The Age of Innocence* (1920) won the 1921 Pulitzer Prize for literature, making her the first woman to win the award. She spoke fluent French as well as several other languages and many of her books were published in both French and English. ([Source][1])


  [1]: http://en.wikipedia.org/wiki/Edith_Wharton",24 January 1862,11 August 1937,1862,1937
OL759098A,Rexanne Becnel,"Rexanne Becnel is the author of more than twenty historical romance and contemporary mainstream novels, many of which appeared on the USA Today bestseller list. With the publication of her first novel, My Gallant Enemy, Becnel won the Waldenbooks Award for Best First-Time Romance Author and the Romantic Times Award for Best Medieval Romance by a New Author.
  While growing up, Becnel lived for a time in Germany and England, where she became fascinated by medieval history. After studying architecture at the University of Southwestern Louisiana, she worked as a building inspector for the Vieux Carré Commission, the agency of the City of New Orleans charged with protecting and preserving the distinct architectural and historic character of the French Quarter. Becnel lives in New Orleans with her husband and two children.",,,,
OL76827A,Alessandro Baricco,"Alessandro Baricco (Torino, 25 gennaio 1958) è uno scrittore, drammaturgo, sceneggiatore, autore televisivo, critico musicale, conduttore televisivo e conduttore radiofonico italiano, vincitore del Premio Viareggio nel 1993.


----------


Alessandro Baricco (Turin, 25 January 1958) is an Italian writer, playwright, screenwriter, television author, music critic, television presenter and radio presenter, winner of the Viareggio Prize in 1993.",1958-01-25,,1958,
OL3567688A,Rosalind Brett,"Lilian Warren was born in London, England, UK. She worked as a secretary, when at 19, her first magazine story was accepted. She married and moved to South Africa, where she continued writing. In the 1950s, she started to write for Rich & Cowan, and later for Mills & Boon, under various pseudonyms: Rosalind Brett, Celine Conway, and Kathryn Blair. She passed away in 1961 in South Africa. Some of her books were published posthumuously.",,1961,,1961
OL19246A,Heather Graham,"Heather Graham was born on March 15, 1953 and grew up in Dade County, Florida, and attended the University of South Florida at Tampa, majoring in theater arts and touring Europe and parts of Asia and Africa as part of her studies. After college, she acted in dinner theaters, modeled, waitressed, and tended bar. She married Hershey Dennis Possezzere, and after the birth of her third child, she was determined to devote her efforts to her writing: her dream. She sold her first book in 1982.

Today, this author's success is reflected not just by reader response and the over 20 million copies of her books in print, but in many other ways. In addition to being a New York Times bestselling author, Heather has received numerous awards for her novels, including over 20 trade awards from magazines such as Romantic Times and Affaire de Coeur, bestseller awards from B. Dalton, Waldenbooks, and BookRak, and several Reviewers' Choice and People's Choice awards.

Heather has appeared on Entertainment Tonight, Romantically Speaking, a TV talk show that aired nationwide on the Romance Classics cable channel, and CBS Sunday News. She has been quoted in People and USA Today, been profiled in The Nation, and featured in Good Housekeeping. Her books have been selections for the Doubleday Book Club and the Literary Guild. She has been published across the world in more than 15 languages and has published over 70 titles, including anthologies and short stories.

Now, she had five children. Somehow, this prolific author manages to juggle it all - family, career, and marriage - while reaching a level of success to which few can aspire.",15 March 1953,,1953,
OL767510A,Margery Hilton,,,,,
OL1512670A,Susan Childress,"Using blunt scissors, pages from a Big Chief tablet, a borrowed stapler and a Number Two pencil, Susan Wiggs self-published her first novel at the age of eight. A Book About Some Bad Kids [I still have this-CL] was based on the true-life adventures of Susan and her siblings, and the first printing of one copy was a complete sell-out.

Due to her brother's extreme reaction to that first prodigious effort, Susan went underground with her craft, entertaining her friends and offending her siblings with anonymously-written stories of virtuous sisters and the brothers who torment them. The first romance she ever read was Shanna by the incomparable Kathleen Woodiwiss, which she devoured while slumped behind a college vector analysis textbook. Armed with degrees from SFA and Harvard, and toting a crate of ""keeper"" books by Woodiwiss, Roberta Gellis, Laurie McBain, Rosemary Rodgers, Jennifer Blake, Bertrice Small and anything with the words ""flaming"" and ""ecstasy"" in the title, she became a math teacher, just to prove to the world that she did have a left brain.

Late one night, she finished the book she was reading and was confronted with a reader's worst nightmare—She was wide awake, and there wasn't a thing in the house she wanted to read. Figuring this was the universe's way of taking away her excuses, she picked up a Big Chief tablet and a Number Two pencil, and began writing her novel with the working title, A Book About Some Bad Adults. Actually, that was a bad book about some adults, but Susan persevered, learning her craft the way skydiving is learned—by taking a blind leap and hoping the chute will open.

Her first book was published (without the use of blunt scissors and a stapler) by Zebra in 1987, and since then she has been published by Avon, Tor, HarperCollins, Harlequin, Warner and Mira Books. Unable to completely abandon her beloved teaching profession, Susan is a frequent workshop leader and speaker at writers' conferences, including the literary institution Fields End and the legendary Maui Writers Conference. Her novel The Charm School was voted one of RWA's Favorite Books of the Year. She is the proud recipient of three RITA awards for Lakeside Cottage, Lord of the Night and The Mistress, and is often a finalist for the prestigious award. Her books appear regularly on numerous ""Best Of"" lists.

Susan enjoys many hobbies, including sitting in the hot tub while talking to her mother on the phone, kickboxing, cleaning the can opener, sculpting with butter and growing her hair. She lives on an island in the Pacific Northwest with her family.",1958-05-17,,1958,
OL6788551A,Kiera Cass,American writer of young-adult speculative fiction,19 May 1981,,1981,
OL7410858A,Emily Henry,"Emily Henry is an American author. She studied creative writing at Hope College and the New York Center for Art & Media Studies, and now spends most of her time in Cincinnati, Ohio, and that part just beneath it.",1991,,1991,
OL1857390A,P. Wilson,,,,,
OL142404A,T. H. White,,1906,1964,1906,1964
OL845061A,Lisa Kleypas,"Lisa Kleypas was born in 1964 in Texas, USA, but when she was only a year old her family moved to Massachusetts, where she grew up with her brother Ki.
 
At 12, Lisa read her first romance novel ""The Flame and the Flower"" by Kathleen E. Woodiwiss. And during the summer she was 16, she wrote her first manuscript and her parents sent her to a romance writers' conference in Bretton Woods, New Hampshire, where she decided be a romance writer.
 
She studied a political science degree at the Wellesley College, where she met Hillary (Rodham) Clinton. Lisa, who for years wore glasses and dental braces, so she considered herself an ugly duckling, was encouraged by her mother and named Miss Massachusetts in the Miss America competition in 1985.
 
Lisa always loved read romance novels, and during her summer breaks she started to write. Before her graduation, her father said she, that she need obtained a bona fide job, she couldn't spend the rest of her life writing in her parents' basement. Her parents agreed to support her for a few months so that she could finish a manuscript. She ended her novel two months after her gradutation, and she sent the manuscript to an agent, and he called within a day or two, and shortly thereafter it was sold to NAL, when she was only 21.
 
A full-time romance writer since the publishing of her first book. Her books are published in more than fourteen languages and have appeared on bestseller lists such as the New York Times, USA Today, Publishers Weekly, and WaldenBooks. Well-know by her historical romances, many of her novels are setting in the 19th century, in the USA or in the Victorian England, but since 2007, she publishes also contemporany romances.
 
Married since 1986 with Gregory Ellis, Lisa has two children: a son, Griffin and a daughter, Lindsay. The family lives in Washington. She enjoys playing the guitar, reading and cooking (especially elaborate desserts).",1964,,1964,
OL161177A,Dodie Smith,"Dorothy Gladys ""Dodie"" Smith was an English children's novelist and playwright, known best for the novel 'The Hundred and One Dalmatians'.",3 May 1896,24 November 1990,1896,1990
OL79143A,Stephanie Laurens,"Stephanie Laurens was born in the British colony of Ceylon, now Sri Lanka. When she was 5, her family moved to Melbourne, Australia, where she was raised. After continuing through school and earning a Ph.D. in Biochemistry in Australia.

Stephanie married, and the marriage moved to Great Britain, taking one of the last true overland journeys from Katmandu to London. Once in London, they began work as research scientists in Kent. They lived in an area surrounded by history. Their own cottage was built in the 16th century, while next door were the protected ruins of an early Roman villa, and nearby was a 14th century castle. After four years in England, the marriage returned to Australia, where she continued to work in cancer research, eventually heading her own research laboratory.

One evening Stephanie realized that she did not have any more of her favorite romance novels to read. After years of thinking about writing her own novel, during nights and weekends for the next several months she began crafting her own story. That manuscript, ""Tangled Reins"", was the first of her books to be published in 1992 by Mills & Boon. After achieving a level of success with her novels, she ""retired"" from scientific research and became a full-time novelist. Her novels are primarily historical romances set in the British Regency time period.

Stephanie and her husband live in a leafy bayside suburb of Melbourne with their two daughters, Stephanie and Lauren, and two cats, Shakespeare and Marlowe.",,,,
OL14526040A,Francis Salvery,,,,,
OL7991171A,Rachel Reid,"Rachel Reid is the New York Times Bestselling author of the Game Changers hockey romance series, as well as the standalone hockey romance novels ***Time to Shine*** and ***The Shots You Take***. She lives in Nova Scotia, Canada. She has always lived there, and it's looking like she probably always will. She has two boring degrees and two interesting kids.

Rachel Reid is the pen name of Rachelle Goguen.

(<a href=""https://www.rachelreidwrites.com/"" target=""_blank"">Source</a>)",02 September 1980,,1980,
OL807281A,Sara Wood,"Sara Wood was born in England. She has wonderful memories of her childhood. Her parents were desperately poor but their devotion to family life gave her a feeling of great security. Sara's father was one of four fostered children and never knew his parents, hence his joy with his own family. Birthday parties were sensational her father would perform brilliantly as a Chinese magician or a clown or invent hilarious games and treasure hunts. From him she learnt that working hard brought many rewards, especially self-respect. During her degree course she met her husband, a kind, thoughtful, attentive man who is her friend and soulmate. At 21, she married and had her first son at 22. Now she has another three children. She loved teaching in Sussex which she did for twelve years.

Her switch into writing came about in a peculiar way. Richie, her elder son, had always been nuts about natural history and had a huge collection of animal skulls. At the age of fifteen he decided he'd write an information book about collecting. Heinemann and Pan, prestigious publishers, eagerly fell on the book and when it was published it won the famous Times Information Book award. Interviews, TV and magazine articles followed. Encouraged by his success, she thought she could write too and had several information books for children published. Then she saw Sheila Coates Holland (Charlotte Lamb) being wined and dined by Mills & Boon on a television programme and decided she could do Sheila's job! But she'd rarely read fiction before, so she bought twenty books and analysed them carefully, then wrote one of her own. Amazingly it was accepted and published in 1986, she began writing full time until 2004.

Sara and her husband moved to a small country estate in Cornwall which was a paradise. Her sons visited often; Richie being married to Heidi and with two daughters; Simon rushing in after some danger- filled action in Alaska or Hawaii etc, protecting the environment with Greenpeace. Sara qualified as a homeopath, caring for the health of her family and friends. But Paradise is always fleeting. Sara's husband became seriously ill and it was clear that they had to move somewhere less demanding on time and effort. After a nightmare year of worrying about him, nursing and watching him like a hawk, she was relieved when they'd sold up and moved back to Sussex. Their current house is large and thatched and sits in the pretty rolling downs with wonderful walks and views all around. They live nearer to the boys (men!) and see them often. Richie and Heidi are expecting another baby, Simon has a baby son and a new, dangerous, passion flinging himself off mountains (paragliding). The three hills nearby frequently entice him down. She adores seeing her family (mother, mother-in-law too) around the table at Christmas. Sara feels fortunate that although she's had tough times and has sometimes been desperately unhappy, she is now surrounded by love and feels she can weather any storm to come.",,,,
OL3486726A,Maura McGiveny,,,,,
OL30241A,Евгений Иванович Замятин,"Yevgeny Ivanovich Zamyatina, sometimes anglicized as Eugene Zamyatin, was a Russian author of science fiction, philosophy, literary criticism, and political satire.
Zamyatin is the author of a dystopian novel ""Мы"" (We) (1921).
George Orwell believed that Aldous Huxley's Brave New World (1932) must be partly derived from We.
Kurt Vonnegut said that in writing Player Piano (1952) he ""cheerfully ripped off the plot of Brave New World, whose plot had been cheerfully ripped off from Yevgeny Zamyatin's We.",1 February 1884,10 March 1937,1884,1937
OL7545959A,L.J. Shen,"L.J. Shen is USA Today, WSJ and Washington Post bestselling author of contemporary romance books.

She writes angsty books, unredeemable anti-heroes who are in Elon Musk's tax bracket, and sassy heroines who bring them to their knees (for more reasons than one).

HEAs and groveling guaranteed.


She lives in Florida with her husband, sons, and disturbingly active imagination.


Keep up with L.J. on all platforms:
Newsletter Sign up ➜ https://bit.ly/3LhsIrb
Instagram➜ shorturl.at/cDJRZ
TikTok ➜ shorturl.at/frw59
Facebook➜ https://goo.gl/fKCSo4
Website ➜ www.authorljshen.com
From Goodreads: https://www.goodreads.com/author/show/13531492.L_J_Shen",,,,
OL124171A,Albert Camus,"Albert Camus was a French Algerian author, philosopher, and journalist who was awarded the Nobel Prize for Literature in 1957. He was a key philosopher of the 20th-century and his most famous work is the novel *L'Étranger* (*The Stranger*).

In 1949, Camus founded the Group for International Liaisons within the Revolutionary Union Movement, which was a group opposed to some tendencies of the surrealistic movement of André Breton. Camus was the second-youngest recipient of the Nobel Prize for Literature - after Rudyard Kipling - when he became the first African-born writer to receive the award. He is the shortest-lived of any literature laureate to date, having died in an automobile accident just over two years after receiving the award.

He is often cited as a proponent of existentialism, the philosophy that he was associated with during his own lifetime, but Camus himself rejected this particular label. In an interview in 1945, Camus rejected any ideological associations: ""No, I am not an existentialist. Sartre and I are always surprised to see our names linked…""",7 November 1913,4 January 1960,1913,1960
OL22258A,James Patterson,"James Brendan Patterson (born March 22, 1947) is an American author. Among his works are the Alex Cross, Michael Bennett, Women's Murder Club, Maximum Ride, Daniel X, NYPD Red, Witch & Wizard, Private and Middle School series, as well as many stand-alone thrillers, non-fiction, and romance novels. His books have sold more than 425 million copies, and he was the first person to sell 1 million e-books. In 2016, Patterson topped Forbes's list of highest-paid authors for the third consecutive year, with an income of $95 million. His total income over a decade is estimated at $700 million.

In November 2015, Patterson received the Literarian Award from the National Book Foundation. Patterson has donated millions of dollars in grants and scholarship to various universities, teachers' colleges, independent bookstores, school libraries, and college students to promote literacy. [source](https://en.wikipedia.org/wiki/James_Patterson)","22 March 1947 Newburgh, Orange County",,1947,
OL687900A,Jessica Steele,"Jessica Steele was born on May 9, 1933 in the elegant Warwickshire town of Royal Leamington Spa. She has two super brothers, Colin and George, and a lovely sister, Elizabeth. She was a delicate child and missed a lot of school. In fact, she left school at aged 14, when she was diagnosed as having tuberculosis. At 16, she started work as a junior clerk. In 1967, Jessica married with her husband, Peter and within a very short space of time they had moved from her hometown to the lovely area where they now live. Their house is built into the side of a hill, and has beautiful views over more hills and valleys. Her brothers and her sister are very close and she has plenty of nephews and nieces to make up for the fact that she and her husband have no children of their own. Both she and her husband are more than a little dog-oriented, and their current dog is a Staffordshire bull terrier named Florence. Florence is gorgeous. She loves everybody but, since she is 40 pounds of dynamite and would hurl her boisterous self at everyone she meets - given half a chance - she has to be restrained (as much as possible). She is fun.

Her husband spurred Jessica on to her writing career, giving her every support while she did what she considers her five-year apprenticeship (the rejection years) while learning how to write. She published her first books in 1979. Jessica has tried using a typewriter, but it just doesn't work for her. She is much happier writing in longhand, and in actual fact has a dozen or so fountain pens filled and ready to go at the start of any one session. A friend has a secretarial agency and, after deciphering Jessica's writing, returns an immaculately typed manuscript. To gain authentic background for her books, she has travelled and researched in Greece, Russia, Egypt, Mexico, Peru, Chile, Hong Kong, China and Japan.",9 May 1933,23 November 2020,1933,2020
OL1386011A,Margo Maguire,,,,,
OL584493A,Lindsay Armstrong,"Lindsay Armstrong was born in South Africa. She grew up with three ambitions: to become a writer, to travel the world, and to be a game ranger. She didn't achieve the last one, but her fascination for wildlife and that special something about Africa and its big game still remains with her. When she went to work it was in travel, at an agency and an airline, and this started her on the road to seeing the world.

Lindsey met her New Zealand-born husband, who had been working in West Africa, when he was on his way home through Johannesburg. He did go home but in a matter of weeks he was back in South Africa, and six months later they were married. Three of their five children were born in South Africa. Then one in London and one in Australia, after they made the decision to emigrate from South Africa.

It wasn't until her youngest child started school that Lindsay sat down at the kitchen table determined to tackle her other ambition to stop dreaming about writing and do it! She hasn't stopped since. She's not happy unless she has a book under way, and she's discovered she can write through just about anything. She was published since 1981.

Lindsay and her husband have moved around a lot. They've trained racehorses, farmed, and lived on their boat for six months while they sailed it from the Gold Coast to the Torres Strait and back, an epic voyage! They currently live in Queensland, overlooking the water; they sold their farm, and they're looking around for another boat. She and her husband love to travel and have been back to Africa twice in the past few years. The highlight of one of their trips was a visit to the Serengeti, in Tanzania, where Lindsay did the one thing she swore she would never do: take a ride in a hot-air balloon. She was a nervous wreck as the balloon tottered upright, but will remember it as a unique experience to see the game spreading out on the Serengeti plain beneath her as the sun rose.

""They say you can take someone who was born in Africa out of the bush but you can't take the bush out of someone born there...""

Despite this passion for wildlife and Africa, Lindsay considers Australia her home now and loves the country. She travelled to Sydney to witness the closing weekend of the Olympic Games in September 2000; it made her proud to be an adopted Aussie!",,28 December 2021,,2021
OL227751A,Diana Palmer,"Susan Spaeth was born on December 11, 1946. Her mother was part of the women's liberation movement many years before it became fashionable. Her best friends are her mother and her sister, Dannis Cole, who now has two daughters, Amanda Belle Hofstetter and Maggie and lives in Utah. Susan grew up reading Zane Grey and fell in love with cowboys. Susan is a former newspaper reporter, with sixteen years experience on both daily and weekly newspapers. Since 1972, she has been married to James Kyle and have since settled down in Cornelia, Georgia, where she started to write romance novels. Susan and her husband have one son, Blayne Edward, born in 1980. 

She began selling romances in 1979 as Diana Palmer. She also used the pseudonyms Diana Blayne and Katy Currie, and her married name: Susan Kyle. Now, she has over 40 million copies of her books in print, which have been translated and published around the world. She is listed in numerous publications, including Contemporary Authors by Gale Research, Inc., Twentieth Century Romance and Historical Writers by St. James Press, The Writers Directory by St. James Press, the International Who's Who of Authors and Writers by Meirose Press, Ltd., and Love's Leading Ladies by Kathryn Falk. Her awards include seven Waldenbooks national sales awards, four B. Dalton national sales awards, two Bookrak national sales awards, a Lifetime Achievement Award for series storytelling from Romantic Times, several Affaire de Coeur awards, and two regional RWA awards. 

Inspired by her husband, who quit a blue-collar manufacturing job to return to school and get his diploma in computer programming, Susan herself went back to college as a day student at the age of 45. In 1995, she graduated *summa cum laude* from Piedmont College, Demorest, GA, with a major in history and a double minor in archaeology and Spanish. She was named to two honor societies (the Torch Club and Alpha Chi), and was named to the National Dean's List. In addition to her writing projects, she is currently working on her master's degree in history at California State University. She hopes to specialize in Native American studies. She is a member of the Native American Rights Fund, the American Museum of Natural History, the National Cattlemen's Association, the Archaeological Institute of Amenca, the Planetary Society, The Georgia Conservancy, the Georgia Sheriff's Association, and numerous conservation and charitable organizations. Her hobbies include gardening, archaeology, anthropology, iguanas, astronomy and music. 

In 1998, her husband retired from his own computer business and now pursues skeet shooting medals in local, state, national and international competition. They love riding around and looking at the countryside, watching sci-fi on TV and at the movies, just talking and eating out.",11 December 1946,,1946,
OL872205A,Alison Fraser,,,,,
OL1385992A,Caroline Anderson,"Caroline Anderson's first romance novel was published in 1981 by Mills & Boon, and she specializes in medical romances. Her most long and popular series is ""The Audley Memorial Hospital"", where romance is the best medicine of all. In 2002, she published the original Double Destiny Duology, where Fran Williams lives two different lifes and loves. Now, she has created a new successful series, Yoxburgh, a tycoons's series.

Caroline Anderson continues to write her romances from her home in Suffolk, England.",,,,
OL8292498A,Rosie Danan,,,,,
OL26954A,Margaret Mayo,"See also: [Margaret Mayo (American playwright)](https://openlibrary.org/authors/OL13118551A/Margaret_Mayo) and [Margaret Mayo (children's author)](https://openlibrary.org/authors/OL12794619A)

Margaret Mayo was born on 7 February 1936 in Staffordshire, England, and has remained within the country all of her life. She always loved reading, even to the extent of reading comics out loud to her twin brother when she was 8 years old. She left school at 15, and became to work. She married at 22, taking a break to have her two children, Adrian and Tina. Once they were at school she started back to work for the UK manager of a Danish company, and planned her further career by becoming a bilingual secretary. Unfortunately, she couldn't speak any languages other than her native English, so she began evening classes.

In June 1974, she got the idea for a romantic short story—to this day she doesn't know where the idea came from or why, but she thanks her lucky stars because it kick-started her career. Pretty soon, the short story turned into a novel. At this point, she was unsure what step to take next. Margaret, and her mother before her, had always read Mills & Boon romance novels, and to actually be writing one excited her beyond measure. It was never her ambition to become a writer, in fact, her only writing experience was in letters to various pen pals around the world. She has, unfortunately, lost touch with them now and often wonders whether any of them have ever discovered that her chatty letters were the forerunner to her writing career. Luckily for her, the President was a Mills & Boon author who helped to guide her. While her first novel wasn't picked up, the next two she wrote were accepted at the same time, published on 1976, when she was 40. After published 8 books, she began writing full-time, and now she has over 65 to her credit. When she looks at them lined up on her bookshelf she wonders how she has managed to write all those millions of words. She is a hopeless romantic who loves writing. She falls in love with every one of her heroes and likes to boast about how many ""love affairs"" she's had.",7 February 1936,,1936,
OL22261A,Sandra Brown,"Sandra Lynn Cox was born on March 12, 1948 in Waco, Texas and raised in Ft. Worth. She is nothing if not serious when it comes to her work. As the oldest of five daughters, she was a responsible and mature girl, and always chose to read a book rather than play with dolls. Her responsible nature stayed with Sandra as she graduated from Texas Christian University with a degree in English, and in her job as a contributing feature reporter at the nationally syndicated PM Magazine in Dallas. When the show experienced mass layoffs, however, Sandra found herself out of work.

Sandra married Michael Brown, former television anchorman and award-winning documentarian of Dust to Dust, and returned to Ft. Worth. They had two children, Rachel and Ryan. Though she continued in her occasional position as a showroom model in Dallas, her husband encouraged her to try fiction writing while their children were at school. He had just left a career as a news anchor and talk-show host to form his own production company, so why shouldn't she take a creative risk, too?

Within a year Sandra sold her first novel, Love's Encore, under the name Rachel Ryan (taken from the first names of her two children). Soon thereafter, she was producing a succession of books for six different publishers, culling ideas from briefs in USA Today, television shows, and her own active imagination. She wrote two boosk as Laura Jordan and several books for Harlequin under the name Erin St. Claire.

Since the publication of her first novel in 1981, she has penned well over sixty books. Sandra has over fifty million copies of her books in print, and has achieved some major feats on what is perhaps the most highly regarded bestseller list of all--that of the New York Times. Since 1990, every one of Sandra's novels has appeared on the list. In total, her books have appeared on the prestigious list over thirty times.

In 1992 her novel ""French Silk"" was made into an ABC-TV movie.",1948,,1948,
OL659922A,Jeanne Allan,"Barbara Blackman was under the pseudonym Jeanne Allan, the author of 25 romance novels for Harlequin. On the cover of her first novel, Peter's Sister, her surname was misspelled as ""Allen"".",,,,
OL586359A,Charlotte Louise Dolan,,,,,
OL42805A,Françoise Sagan,,21 June 1935,24 September 2004,1935,2004
OL1386032A,Karen Marie Moning,"Karen Marie Moning (rhymes with 'awning') - Karen Marie Moning Dover - was born November 1, 1964 in Cincinnati, Ohio, USA. She graduated from Purdue University with a Bachelor's degree in Society and Law. Before becoming a full-time writer, she worked as a bartender, a computer consultant, and an insurance specialist.

She began her career writing paranormal romance set in Scotland but as she became increasingly fascinated with Celtic mythology, she switched genres to Urban Fantasy and location to Dublin, Ireland, so she could focus on the Tuatha de Danann, or Fae--an ancient race of immortal beings who have lived secretly among humans for millennia. A Rita-award winning novelist, she is the author of the Highlander novels and the internationally bestselling urban fantasy Fever series. Her books have been published in twenty-four languages, and her events draw fans from all over the world.

She married Neil Dover, chef, musician, editor, but the marriage ended in divorce 9 months later. She divides her time between the mountains of Georgia and the beaches of Florida.",1 November 1964,,1964,
OL66452A,Miguel de Cervantes Saavedra,"Miguel de Cervantes Saavedra was a Spanish novelist, poet, and playwright. His magnum opus, Don Quixote, often considered the first modern novel, is a classic of Western literature and is regularly regarded among the best novels ever written. His work is considered among the most important in all of literature. His influence on the Spanish language has been so great that Spanish is often called *la lengua de Cervantes* (The language of Cervantes). He has been dubbed *el Príncipe de los Ingenios* - the Prince of Wits. ([Source][1].)


  [1]: http://en.wikipedia.org/wiki/Miguel_de_Cervantes",29 Sep 1547,23 Apr 1616,1547,1616
OL7020634A,Leigh Michaels,,,,,
OL1236448A,Gwen Westwood,,,,,
OL248278A,川端康成,"川端 康成（かわばた やすなり[注釈 2]、1899年〈明治32年〉6月14日 - 1972年〈昭和47年〉4月16日）は、日本の小説家・文芸評論家。日本芸術院会員、文化功労者、文化勲章受章者。1968年に日本人初のノーベル文学賞を受賞した。位階・勲等は正三位・勲一等。大正から昭和の戦前・戦後にかけて活躍した近現代日本文学を代表する作家の一人である。 


----------


Yasunari/Kōsei Kawabata (川端 康成, 11 June 1899 – 16 April 1972) was a Japanese novelist and short story writer whose spare, lyrical, subtly-shaded prose works won him the 1968 Nobel Prize in Literature, the first Japanese author to receive the award. His works have enjoyed broad international appeal and are still widely read.",11 June 1899,16 April 1972,1899,1972
OL953387A,Dorothy Cork,"As an author for Mills and Boon and later for Harlequin Romance, Dorothy Cork wrote 38 romance novels.",19 March 1918,2015,1918,2015
OL93286A,Machado de Assis,"Machado de Assis was a pioneer Brazilian novelist, poet, playwright and short story writer, widely regarded as the greatest writer of Brazilian literature.

----------

Machado de Assis foi um escritor brasileiro, considerado por muitos críticos, estudiosos, escritores e leitores o maior nome da literatura brasileira. Escreveu em praticamente todos os gêneros literários, sendo poeta, romancista, cronista, dramaturgo, contista, folhetinista, jornalista e crítico literário.",21 June 1839,29 September 1908,1839,1908
OL7922247A,Lucy Score,,,,,
OL12660191A,Maialen Garagarza Urkia,,,,,
OL10820944A,Mary Stewart,,,,,
OL659964A,Anne Weale,"Jay Blakeney was born on 20 June 1929. Her great-grandfather was a well-known writer on moral theology, so perhaps she inherited her writing gene from him. She was ""talking stories"" to herself long before she could read. When she was still at school, she sold her first short stories to a woman's magazine and she feels she was destined to write. Decided to became a writer, she started writing for newspapers and magazines. At 21, Jay was a newspaper reporter with a career plan, but the man she was wildly in love with announced that he was off to the other side of the world. He thought they should either marry or say goodbye. She always believed that true love could last a lifetime, and she felt that wonderful men were much harder to find than good jobs, so she put her career on hold. What a wise decision it was! She felt that new young women seem less inclined to risk everything for love than her generation. Together they traveled the world. If she hadn't spent part of her bridal year living on the edge of a jungle in Malaysia, she might never have become a romance writer. That isolated house, and the perils of the state of emergency that existed in the country at that time, gave her a background and plot ideally suited to a genre she had never read until she came across some romances in the library of a country club they sometimes visited. She can write about love with the even stronger conviction that comes from experience. When they returned to Europe, Jay resumed her career as a journalist, writing her first romance in her spare time. She sold her first novel as Anne Weale to Mills and Boon in 1955 at the age of 24. At 30, with seven books published, she ""retired"" to have a baby and become a full-time writer. She raised a delightful son, David, who is as adventurous as his father. Her husband and son have even climbed in the Andes and the Himalayas, giving her lots of ideas for stories. When she retired from reporting, her fiction income -- a combination of amounts earned as a Mills & Boon author and writing for magazines such as Woman's Illustrated, which serialized the work of authors -- exceed 1,000 pounds a year. She was a founding member of the The Romantic Novelists' Association. In 2002 she published her last novel, in total, she wrote 88 novels. She also wrote under the pseudonym Andrea Blake. She loved setting her novels in exotic parts of the world, but specially in The Caribbean and in her beloved Spain. Since 1989, Jay spent most of the winter months in a very small ""pueblo"" in the backwoods of Spain. During years, she visited some villages, and from each she have borrowed some feature - a fountain, a street, a plaza, a picturesque old house - to create some places like Valdecarrasca, that is wholly imaginary and yet typical of the part of rural Spain she knew best. She loved walking, reading, sketching, sewing (curtains and slipcovers) and doing needlepoint, gardening, entertaining friends, visiting art galleries and museums, writing letters, surfing the Net, traveling in search of exciting locations for future books, eating delicious food and drinking good wine, cataloguing her books. She wrote a regular website review column for The Bookseller from 1998 to 2004, before starting her own blog Bookworm on the Net. At the time of her death, on 24 October 2007, she was working on her autobiography ""88 Heroes... 1 Mr. Right"".",20 June 1929,24 October 2007,1929,2007
OL7299772A,Anne Flosnik,,,,,
